pH,xtc_file,avg_hbonds
10.50,pH_10.50pH_10.50_9.xtc,143.8181818181818
10.50,pH_10.50pH_10.50_10.xtc,146.63636363636363
10.50,pH_10.50pH_10.50_11.xtc,145.54545454545453
10.50,pH_10.50pH_10.50_12.xtc,144.0909090909091
10.50,pH_10.50pH_10.50_13.xtc,144.0
10.50,pH_10.50pH_10.50_14.xtc,143.63636363636363
10.50,pH_10.50pH_10.50_15.xtc,146.8181818181818
10.50,pH_10.50pH_10.50_16.xtc,145.45454545454547
10.50,pH_10.50pH_10.50_17.xtc,144.27272727272728
10.50,pH_10.50pH_10.50_18.xtc,141.54545454545453
10.50,pH_10.50pH_10.50_19.xtc,146.1818181818182
10.50,pH_10.50pH_10.50_20.xtc,141.27272727272728
